miRNA,lncRNA
hsa-let-7a-5p,RPPH1
hsa-let-7a-5p,RPS14P3
hsa-let-7a-5p,RPS18P12
hsa-let-7a-5p,RPS19P3
hsa-let-7a-5p,RPS7P1
hsa-let-7a-5p,RPS7P11
hsa-let-7a-5p,SATB1.AS1
hsa-let-7a-5p,SBF1P1
hsa-let-7a-5p,SCARNA10
hsa-let-7a-5p,SF3A3P2
hsa-let-7a-5p,SH3BP5.AS1
hsa-let-7a-5p,SLC26A4.AS1
hsa-let-7a-5p,SMG1P3
hsa-let-7a-5p,SNHG1
hsa-let-7a-5p,SNHG14
hsa-let-7a-5p,SNHG23
hsa-let-7a-5p,SNHG6
hsa-let-7a-5p,SNORA71B
hsa-let-7a-5p,SPCS2P4
hsa-let-7a-5p,SPECC1L.ADORA2A
hsa-let-7a-5p,SRP9P1
hsa-let-7a-5p,ST3GAL5.AS1
hsa-let-7a-5p,STAG3L5P.PVRIG2P.PILRB
hsa-let-7a-5p,STIP1P3
hsa-let-7a-5p,TEKT4P2
hsa-let-7a-5p,TLK1P1
hsa-let-7a-5p,TRAM2.AS1
hsa-let-7a-5p,TRG.AS1
hsa-let-7a-5p,TTN.AS1
hsa-let-7a-5p,TTTY15
hsa-let-7a-5p,TUG1
hsa-let-7a-5p,TXLNGY
hsa-let-7a-5p,U73166.2
hsa-let-7a-5p,UBE2F.SCLY
hsa-let-7a-5p,UBL7.AS1
hsa-let-7a-5p,UG0898H09
hsa-let-7a-5p,UPF3AP1
hsa-let-7a-5p,VDAC1P8
hsa-let-7a-5p,VSTM2A.OT1
hsa-let-7a-5p,VTRNA2.1
hsa-let-7a-5p,XIST
hsa-let-7a-5p,XXbac.B476C20.13
hsa-let-7a-5p,YWHAEP1
hsa-let-7a-5p,ZNF337.AS1
hsa-let-7a-5p,ZNF37BP
hsa-let-7a-5p,ZNF876P
hsa-let-7a-5p,ZNRD1.AS1
hsa-let-7b-3p,AC083843.1
hsa-let-7b-3p,CTA.292E10.9
hsa-let-7b-3p,CTB.89H12.4
hsa-let-7b-3p,CTC.444N24.11
hsa-let-7b-3p,CTD.2554C21.1
hsa-let-7b-3p,CTD.2651B20.6
hsa-let-7b-3p,CTD.2651B20.7
hsa-let-7b-3p,EEF1E1.BLOC1S5
hsa-let-7b-3p,GAS5
hsa-let-7b-3p,HCG11
hsa-let-7b-3p,HOXA10.HOXA9
hsa-let-7b-3p,HSPA9P1
hsa-let-7b-3p,LINC00657
hsa-let-7b-3p,MALAT1
hsa-let-7b-3p,MIR3916
hsa-let-7b-3p,NEAT1
hsa-let-7b-3p,OIP5.AS1
hsa-let-7b-3p,RP11.174G6.5
hsa-let-7b-3p,RP11.227G15.3
hsa-let-7b-3p,RP11.282O18.3
hsa-let-7b-3p,RP11.359E3.4
hsa-let-7b-3p,RP1.228P16.1
hsa-let-7b-3p,RP3.400B16.1
hsa-let-7b-3p,RPL23P8
hsa-let-7b-3p,RPL5P18
hsa-let-7b-3p,RPL5P34
hsa-let-7b-3p,SNHG1
hsa-let-7b-3p,TMX2.CTNND1
hsa-let-7b-3p,ZFAS1
hsa-let-7b-5p,CG4053
hsa-let-7b-5p,AASDHPPT
hsa-let-7b-5p,ABCC10
hsa-let-7b-5p,AC004593.3
hsa-let-7b-5p,AC005154.5
hsa-let-7b-5p,AC005154.6
hsa-let-7b-5p,AC005498.3
hsa-let-7b-5p,AC005789.11
hsa-let-7b-5p,AC006273.5
hsa-let-7b-5p,AC006465.3
hsa-let-7b-5p,AC006547.13
hsa-let-7b-5p,AC007246.3
hsa-let-7b-5p,AC007740.1
hsa-let-7b-5p,AC007796.1
hsa-let-7b-5p,AC008982.2
hsa-let-7b-5p,AC009120.6
hsa-let-7b-5p,AC009133.12
hsa-let-7b-5p,AC009299.3
hsa-let-7b-5p,AC009404.2
hsa-let-7b-5p,AC010761.6
hsa-let-7b-5p,AC016710.1
hsa-let-7b-5p,AC018766.6
hsa-let-7b-5p,AC020663.1
hsa-let-7b-5p,AC025171.1
hsa-let-7b-5p,AC034102.1
hsa-let-7b-5p,AC063979.1
hsa-let-7b-5p,AC068057.2
hsa-let-7b-5p,AC074117.10
hsa-let-7b-5p,AC084018.1
hsa-let-7b-5p,AC084082.3
hsa-let-7b-5p,AC090602.2
hsa-let-7b-5p,AC091729.9
hsa-let-7b-5p,AC093724.2
hsa-let-7b-5p,AC093838.4
hsa-let-7b-5p,AC098973.1
hsa-let-7b-5p,AC116366.6
hsa-let-7b-5p,AC124997.1
hsa-let-7b-5p,AC135048.13
hsa-let-7b-5p,ACADVL
hsa-let-7b-5p,ACSF3
hsa-let-7b-5p,ACTBP2
hsa-let-7b-5p,ACTBP7
hsa-let-7b-5p,ACTG1P4
hsa-let-7b-5p,ACTL6A
hsa-let-7b-5p,ACTR3
hsa-let-7b-5p,ADAM15
hsa-let-7b-5p,ADCY7
hsa-let-7b-5p,ADIPOR2
hsa-let-7b-5p,AFG3L1P
hsa-let-7b-5p,aHIF
hsa-let-7b-5p,AL133458.1
hsa-let-7b-5p,AL591704.5
hsa-let-7b-5p,ALG13
hsa-let-7b-5p,ALG8
hsa-let-7b-5p,ANLN
hsa-let-7b-5p,AP000351.8
hsa-let-7b-5p,AP001053.11
hsa-let-7b-5p,AP001055.6
hsa-let-7b-5p,AP001372.2
hsa-let-7b-5p,AP1G2
hsa-let-7b-5p,APOOP5
hsa-let-7b-5p,ARF4
hsa-let-7b-5p,ARFRP1
hsa-let-7b-5p,ARHGAP22.IT1
hsa-let-7b-5p,ARHGDIA
hsa-let-7b-5p,ARID2
hsa-let-7b-5p,ASPDH
hsa-let-7b-5p,ATP5C1
hsa-let-7b-5p,ATP5G2P1
hsa-let-7b-5p,ATP6V1G2.DDX39B
hsa-let-7b-5p,ATXN3
hsa-let-7b-5p,AUP1
hsa-let-7b-5p,BACE1.AS
hsa-let-7b-5p,BAZ2A
hsa-let-7b-5p,BRE.AS1
hsa-let-7b-5p,C11orf30
hsa-let-7b-5p,C14orf23
hsa-let-7b-5p,C14orf79
hsa-let-7b-5p,C14orf80
hsa-let-7b-5p,C15orf40
hsa-let-7b-5p,C17orf100
hsa-let-7b-5p,C17orf76.AS1
hsa-let-7b-5p,C19orf48
hsa-let-7b-5p,C19orf55
hsa-let-7b-5p,C1orf132
hsa-let-7b-5p,C1orf43
hsa-let-7b-5p,C1QTNF3.AMACR
hsa-let-7b-5p,C20orf24
hsa-let-7b-5p,C22orf29
hsa-let-7b-5p,C2CD3
hsa-let-7b-5p,C7orf55
hsa-let-7b-5p,C9orf37
hsa-let-7b-5p,CA5BP1
hsa-let-7b-5p,CASC3
hsa-let-7b-5p,CASC7
hsa-let-7b-5p,CCAT1
hsa-let-7b-5p,CCDC144CP
hsa-let-7b-5p,CCNE2
hsa-let-7b-5p,CD46
hsa-let-7b-5p,CDCA3
hsa-let-7b-5p,CDK2
hsa-let-7b-5p,CDKN1A
hsa-let-7b-5p,CEBPZ.AS1
hsa-let-7b-5p,CEP112
hsa-let-7b-5p,CEP170P1
hsa-let-7b-5p,CH17.12M21.1
hsa-let-7b-5p,CHMP2B
hsa-let-7b-5p,chr22.38_28785274.29006793.1
hsa-let-7b-5p,CLDN11
hsa-let-7b-5p,CLK3
hsa-let-7b-5p,CLUHP3
hsa-let-7b-5p,CMTM4
hsa-let-7b-5p,CMTM7
hsa-let-7b-5p,COPA
hsa-let-7b-5p,COPB1
hsa-let-7b-5p,COPE
hsa-let-7b-5p,COPG2
hsa-let-7b-5p,COQ10B
hsa-let-7b-5p,COX10.AS1
hsa-let-7b-5p,COX11
hsa-let-7b-5p,CPNE1
hsa-let-7b-5p,CRSP8P
hsa-let-7b-5p,CS
hsa-let-7b-5p,CSNK1D
hsa-let-7b-5p,CTB.113P19.4
hsa-let-7b-5p,CTB.119C2.1
hsa-let-7b-5p,CTB.131B5.5
hsa-let-7b-5p,CTB.43E15.3
hsa-let-7b-5p,CTB.50E14.5
hsa-let-7b-5p,CTB.89H12.4
hsa-let-7b-5p,CTC.273B12.8
hsa-let-7b-5p,CTC.359D24.3
hsa-let-7b-5p,CTC.360J11.4
hsa-let-7b-5p,CTC.471C19.1
hsa-let-7b-5p,CTC.471F3.5
hsa-let-7b-5p,CTD.2085J24.4
hsa-let-7b-5p,CTD.2196E14.4
hsa-let-7b-5p,CTD.2228K2.7
hsa-let-7b-5p,CTD.2262B20.1
hsa-let-7b-5p,CTD.2368P22.1
hsa-let-7b-5p,CTD.2527I21.9
hsa-let-7b-5p,CTD.2541M15.1
hsa-let-7b-5p,CTD.2561J22.2
hsa-let-7b-5p,CTD.2622I13.3
hsa-let-7b-5p,CTD.3099C6.9
hsa-let-7b-5p,CTDSPL2
hsa-let-7b-5p,CUL2
hsa-let-7b-5p,CYHR1
hsa-let-7b-5p,DANCR
hsa-let-7b-5p,DDX31
hsa-let-7b-5p,DENND4B
hsa-let-7b-5p,DERL3
hsa-let-7b-5p,DHRS4.AS1
hsa-let-7b-5p,DLX6.AS1
hsa-let-7b-5p,DMTF1
hsa-let-7b-5p,DNAJC27.AS1
hsa-let-7b-5p,DOPEY1
hsa-let-7b-5p,DPY19L3
hsa-let-7b-5p,DYM
hsa-let-7b-5p,EAF1.AS1
hsa-let-7b-5p,EEF1E1.BLOC1S5
hsa-let-7b-5p,EIF1AXP1
hsa-let-7b-5p,EIF3B
hsa-let-7b-5p,EIF4E2
hsa-let-7b-5p,EIF4G2
hsa-let-7b-5p,EMC4
hsa-let-7b-5p,EMX2OS
hsa-let-7b-5p,ENY2
hsa-let-7b-5p,EPC1
hsa-let-7b-5p,EPN2
hsa-let-7b-5p,ERGIC1
hsa-let-7b-5p,ERGIC2
hsa-let-7b-5p,ERP29
hsa-let-7b-5p,ESYT3
hsa-let-7b-5p,ETFDH
hsa-let-7b-5p,EWSR1
hsa-let-7b-5p,FAM157C
hsa-let-7b-5p,FAM211A.AS1
hsa-let-7b-5p,FAM35DP
hsa-let-7b-5p,FAM57A
hsa-let-7b-5p,FAM91A3P
hsa-let-7b-5p,FAM92A1P1
hsa-let-7b-5p,FASTK
hsa-let-7b-5p,FGD5.AS1
hsa-let-7b-5p,FLVCR1.AS1
hsa-let-7b-5p,FMNL1
hsa-let-7b-5p,FNDC3B
hsa-let-7b-5p,FOXRED1
hsa-let-7b-5p,FTLP3
hsa-let-7b-5p,FTX
hsa-let-7b-5p,Ftx
hsa-let-7b-5p,GAA
hsa-let-7b-5p,GAPDHP28
hsa-let-7b-5p,GAPDHP40
hsa-let-7b-5p,GAPDHP44
hsa-let-7b-5p,GAPDHP65
hsa-let-7b-5p,GAPDHP73
hsa-let-7b-5p,GAS5
hsa-let-7b-5p,GCSHP3
hsa-let-7b-5p,GGA3
hsa-let-7b-5p,GJA9.MYCBP
hsa-let-7b-5p,GLIS3
hsa-let-7b-5p,GMPPA
hsa-let-7b-5p,GNAQP1
hsa-let-7b-5p,GNPAT
hsa-let-7b-5p,GOLGA2B
hsa-let-7b-5p,GOLGA7
hsa-let-7b-5p,GYG1
hsa-let-7b-5p,H19
hsa-let-7b-5p,H2AFZ
hsa-let-7b-5p,HCG18
hsa-let-7b-5p,HEATR3
hsa-let-7b-5p,HEIH
hsa-let-7b-5p,HELB
hsa-let-7b-5p,HLTF
hsa-let-7b-5p,HM13
hsa-let-7b-5p,HMMR
hsa-let-7b-5p,HNRNPH1P3
hsa-let-7b-5p,HOST2
hsa-let-7b-5p,HOTAIR
hsa-let-7b-5p,HOXA10.HOXA9
hsa-let-7b-5p,hsa.mir.8072
hsa-let-7b-5p,HTR7P1
hsa-let-7b-5p,IFRD1
hsa-let-7b-5p,IMMT
hsa-let-7b-5p,INIP
hsa-let-7b-5p,INTS8
hsa-let-7b-5p,IPO5P1
hsa-let-7b-5p,ITGB7
hsa-let-7b-5p,KAT5
hsa-let-7b-5p,KB.1460A1.5
hsa-let-7b-5p,KB.1507C5.2
hsa-let-7b-5p,KB.431C1.4
hsa-let-7b-5p,KCNQ1OT1
hsa-let-7b-5p,KIAA0100
hsa-let-7b-5p,KIAA1429
hsa-let-7b-5p,LAMP1
hsa-let-7b-5p,LARP1
hsa-let-7b-5p,LETMD1
hsa-let-7b-5p,LIG1
hsa-let-7b-5p,LIN52
hsa-let-7b-5p,LINC00263
hsa-let-7b-5p,LINC00294
hsa-let-7b-5p,LINC00338
hsa-let-7b-5p,LINC00355
hsa-let-7b-5p,LINC00472
hsa-let-7b-5p,LINC00610
hsa-let-7b-5p,LINC00634
hsa-let-7b-5p,LINC00641
hsa-let-7b-5p,LINC00657
hsa-let-7b-5p,LINC00668
hsa-let-7b-5p,LINC00882
hsa-let-7b-5p,LINC00894
hsa-let-7b-5p,LINC00910
hsa-let-7b-5p,LINC00963
hsa-let-7b-5p,LINC00999
hsa-let-7b-5p,LINC01089
hsa-let-7b-5p,LINC01102
hsa-let-7b-5p,LINC01277
hsa-let-7b-5p,LINC01278
hsa-let-7b-5p,LINC01314
hsa-let-7b-5p,LINS
hsa-let-7b-5p,LL22NC03.2H8.5
hsa-let-7b-5p,LLGL2
hsa-let-7b-5p,LOC100129550
hsa-let-7b-5p,LOC100294145
hsa-let-7b-5p,LOC100506100
hsa-let-7b-5p,LOC100506124
hsa-let-7b-5p,LOC100506281
hsa-let-7b-5p,LOC100506710
hsa-let-7b-5p,LOC400043
hsa-let-7b-5p,LPCAT4
hsa-let-7b-5p,LRRC28
hsa-let-7b-5p,LRRC37A6P
hsa-let-7b-5p,LRRC41
hsa-let-7b-5p,LRRC75A.AS1
hsa-let-7b-5p,LYPLA1
hsa-let-7b-5p,MAGI2.AS3
hsa-let-7b-5p,MAL2
hsa-let-7b-5p,MALAT1
hsa-let-7b-5p,MAP2K4
hsa-let-7b-5p,MAP3K1
hsa-let-7b-5p,MARS
hsa-let-7b-5p,MATR3
hsa-let-7b-5p,MBD3
hsa-let-7b-5p,MCFD2
hsa-let-7b-5p,MCM3AP.AS1
hsa-let-7b-5p,MDM2
hsa-let-7b-5p,MDM4
hsa-let-7b-5p,MEG3
hsa-let-7b-5p,MEG8
hsa-let-7b-5p,METTL9
hsa-let-7b-5p,MGC16275
hsa-let-7b-5p,MGEA5
hsa-let-7b-5p,MIR124.2HG
hsa-let-7b-5p,MIR3916
hsa-let-7b-5p,MIR4453
hsa-let-7b-5p,MIR4720
hsa-let-7b-5p,MIR99AHG
hsa-let-7b-5p,MIRLET7DHG
hsa-let-7b-5p,MLLT10P1
hsa-let-7b-5p,MPHOSPH9
hsa-let-7b-5p,MRPL51
hsa-let-7b-5p,MRPS31P4
hsa-let-7b-5p,MSL3P1
hsa-let-7b-5p,MTAP
hsa-let-7b-5p,MTATP6P1
hsa-let-7b-5p,MTATP8P1
hsa-let-7b-5p,MTF2
hsa-let-7b-5p,MTND2P28
hsa-let-7b-5p,MTND4P1
hsa-let-7b-5p,MTND4P12
hsa-let-7b-5p,MTND5P10
hsa-let-7b-5p,MTND5P11
hsa-let-7b-5p,MTND5P12
hsa-let-7b-5p,MTND5P13
hsa-let-7b-5p,MT.RNR2
hsa-let-7b-5p,MYD88
hsa-let-7b-5p,MYLK
hsa-let-7b-5p,MYO15B
hsa-let-7b-5p,NBEAL2
hsa-let-7b-5p,NCAPD2
hsa-let-7b-5p,NCOR2
hsa-let-7b-5p,NDST3
hsa-let-7b-5p,NDUFAF7
hsa-let-7b-5p,NDUFV2P1
hsa-let-7b-5p,NEAT1
hsa-let-7b-5p,NFKB2
hsa-let-7b-5p,NME4
hsa-let-7b-5p,NNT.AS1
hsa-let-7b-5p,NONHSAG000469
hsa-let-7b-5p,NONHSAG000932
hsa-let-7b-5p,NONHSAG001563
hsa-let-7b-5p,NONHSAG001617
hsa-let-7b-5p,NONHSAG003372
hsa-let-7b-5p,NONHSAG003590
hsa-let-7b-5p,NONHSAG003607
hsa-let-7b-5p,NONHSAG003862
hsa-let-7b-5p,NONHSAG005343
hsa-let-7b-5p,NONHSAG006086
hsa-let-7b-5p,NONHSAG006912
hsa-let-7b-5p,NONHSAG007371
hsa-let-7b-5p,NONHSAG008539
hsa-let-7b-5p,NONHSAG008671
hsa-let-7b-5p,NONHSAG009749
hsa-let-7b-5p,NONHSAG009780
hsa-let-7b-5p,NONHSAG010677
hsa-let-7b-5p,NONHSAG010982
hsa-let-7b-5p,NONHSAG011651
hsa-let-7b-5p,NONHSAG012506
hsa-let-7b-5p,NONHSAG013145
hsa-let-7b-5p,NONHSAG013514
hsa-let-7b-5p,NONHSAG014373
hsa-let-7b-5p,NONHSAG015511
hsa-let-7b-5p,NONHSAG015597
hsa-let-7b-5p,NONHSAG016640
hsa-let-7b-5p,NONHSAG017425
hsa-let-7b-5p,NONHSAG017737
hsa-let-7b-5p,NONHSAG018213
hsa-let-7b-5p,NONHSAG019905
hsa-let-7b-5p,NONHSAG022113
hsa-let-7b-5p,NONHSAG023021
hsa-let-7b-5p,NONHSAG024421
hsa-let-7b-5p,NONHSAG025260
hsa-let-7b-5p,NONHSAG025370
hsa-let-7b-5p,NONHSAG026281
hsa-let-7b-5p,NONHSAG027469
hsa-let-7b-5p,NONHSAG028469
hsa-let-7b-5p,NONHSAG028729
hsa-let-7b-5p,NONHSAG029331
hsa-let-7b-5p,NONHSAG029773
hsa-let-7b-5p,NONHSAG030540
hsa-let-7b-5p,NONHSAG031030
hsa-let-7b-5p,NONHSAG031783
hsa-let-7b-5p,NONHSAG032315
hsa-let-7b-5p,NONHSAG032337
hsa-let-7b-5p,NONHSAG032397
hsa-let-7b-5p,NONHSAG032704
hsa-let-7b-5p,NONHSAG034166
hsa-let-7b-5p,NONHSAG034512
hsa-let-7b-5p,NONHSAG034919
hsa-let-7b-5p,NONHSAG035197
hsa-let-7b-5p,NONHSAG035493
hsa-let-7b-5p,NONHSAG035866
hsa-let-7b-5p,NONHSAG036637
hsa-let-7b-5p,NONHSAG036740
hsa-let-7b-5p,NONHSAG037018
hsa-let-7b-5p,NONHSAG037372
hsa-let-7b-5p,NONHSAG037979
hsa-let-7b-5p,NONHSAG039640
hsa-let-7b-5p,NONHSAG039954
hsa-let-7b-5p,NONHSAG040291
hsa-let-7b-5p,NONHSAG041028
hsa-let-7b-5p,NONHSAG041054
hsa-let-7b-5p,NONHSAG041718
hsa-let-7b-5p,NONHSAG041971
hsa-let-7b-5p,NONHSAG041985
hsa-let-7b-5p,NONHSAG043429
hsa-let-7b-5p,NONHSAG045408
hsa-let-7b-5p,NONHSAG047246
hsa-let-7b-5p,NONHSAG047376
hsa-let-7b-5p,NONHSAG047455
hsa-let-7b-5p,NONHSAG048074
hsa-let-7b-5p,NONHSAG048207
hsa-let-7b-5p,NONHSAG048419
hsa-let-7b-5p,NONHSAG049298
hsa-let-7b-5p,NONHSAG050565
hsa-let-7b-5p,NONHSAG050957
hsa-let-7b-5p,NONHSAG051180
hsa-let-7b-5p,NONHSAG052014
hsa-let-7b-5p,NONHSAG052739
hsa-let-7b-5p,NONHSAG053180
hsa-let-7b-5p,NONHSAG053893
hsa-let-7b-5p,NONHSAG053896
hsa-let-7b-5p,NONHSAG054781
hsa-let-7b-5p,NPHP3.ACAD11
hsa-let-7b-5p,NRBP1
hsa-let-7b-5p,NREP
hsa-let-7b-5p,NUFIP1P
hsa-let-7b-5p,NUTM2A.AS1
hsa-let-7b-5p,NUTM2B.AS1
hsa-let-7b-5p,OIP5.AS1
hsa-let-7b-5p,OPA1
hsa-let-7b-5p,OXA1L
hsa-let-7b-5p,P2RX4
hsa-let-7b-5p,P2RX5.TAX1BP3
hsa-let-7b-5p,PAFAH1B1
hsa-let-7b-5p,PAFAH1B2
hsa-let-7b-5p,PAPOLA
hsa-let-7b-5p,PBX2
hsa-let-7b-5p,PEX19
hsa-let-7b-5p,PFKFB2
hsa-let-7b-5p,PGAP2
hsa-let-7b-5p,PGDP1
hsa-let-7b-5p,PHB2
hsa-let-7b-5p,PIAS1
hsa-let-7b-5p,PITPNA.AS1
hsa-let-7b-5p,PKI55
hsa-let-7b-5p,PKP4
hsa-let-7b-5p,PLD1
hsa-let-7b-5p,PLEKHA2
hsa-let-7b-5p,PLEKHH1
hsa-let-7b-5p,PLK2
hsa-let-7b-5p,PNISR
hsa-let-7b-5p,POLI
hsa-let-7b-5p,POU2F1
hsa-let-7b-5p,PPP1R12C
hsa-let-7b-5p,PPP1R18
hsa-let-7b-5p,PPP2R5E
hsa-let-7b-5p,PPP4C
hsa-let-7b-5p,PRDX3
hsa-let-7b-5p,PRKAB2
hsa-let-7b-5p,PRR4
hsa-let-7b-5p,PRRC2A
hsa-let-7b-5p,PRSS3P1
hsa-let-7b-5p,PSAT1P3
hsa-let-7b-5p,PTGFRN
hsa-let-7b-5p,PTMAP1
hsa-let-7b-5p,PVRIG2P
hsa-let-7b-5p,PWAR1
hsa-let-7b-5p,PWARSN
hsa-let-7b-5p,PXN.AS1
hsa-let-7b-5p,RAB12
hsa-let-7b-5p,RAB4B.EGLN2
hsa-let-7b-5p,RABGGTB
hsa-let-7b-5p,RAD51L3.RFFL
hsa-let-7b-5p,RALY
hsa-let-7b-5p,RAP1GAP2
hsa-let-7b-5p,RASA4CP
hsa-let-7b-5p,RASSF8
hsa-let-7b-5p,RBM25
hsa-let-7b-5p,RBM26.AS1
hsa-let-7b-5p,RBM39
hsa-let-7b-5p,RBMS1P1
hsa-let-7b-5p,RC3H1
hsa-let-7b-5p,REG1P
hsa-let-7b-5p,RFPL1S
hsa-let-7b-5p,RHOBTB3
hsa-let-7b-5p,RHOT1
hsa-let-7b-5p,RIOK3
hsa-let-7b-5p,RMST
hsa-let-7b-5p,RN7SL770P
hsa-let-7b-5p,RNASEH2B
hsa-let-7b-5p,RNASEK.C17orf49
hsa-let-7b-5p,RNF141
hsa-let-7b-5p,RNF216P1
hsa-let-7b-5p,RP1.101G11.2
hsa-let-7b-5p,RP11.1007O24.2
hsa-let-7b-5p,RP11.1103G16.1
hsa-let-7b-5p,RP11.111M22.4
hsa-let-7b-5p,RP11.1136J12.1
hsa-let-7b-5p,RP11.121C2.2
hsa-let-7b-5p,RP11.12M9.4
hsa-let-7b-5p,RP11.140H17.2
hsa-let-7b-5p,RP11.156E6.1
hsa-let-7b-5p,RP11.156G14.5
hsa-let-7b-5p,RP11.158H5.7
hsa-let-7b-5p,RP11.164J13.1
hsa-let-7b-5p,RP11.170L3.8
hsa-let-7b-5p,RP11.175K6.1
hsa-let-7b-5p,RP11.175O19.4
hsa-let-7b-5p,RP11.180P8.1
hsa-let-7b-5p,RP11.196G11.5
hsa-let-7b-5p,RP11.19G24.1
hsa-let-7b-5p,RP11.227G15.3
hsa-let-7b-5p,RP11.228B15.4
hsa-let-7b-5p,RP11.23J9.4
hsa-let-7b-5p,RP11.253E3.3
hsa-let-7b-5p,RP11.263K19.4
hsa-let-7b-5p,RP11.264B17.3
hsa-let-7b-5p,RP11.268P4.4
hsa-let-7b-5p,RP11.271K21.11
hsa-let-7b-5p,RP11.284N8.3
hsa-let-7b-5p,RP11.285G1.14
hsa-let-7b-5p,RP11.286B14.1
hsa-let-7b-5p,RP11.2B6.3
hsa-let-7b-5p,RP11.307C12.11
hsa-let-7b-5p,RP11.30K9.5
hsa-let-7b-5p,RP11.314C16.1
hsa-let-7b-5p,RP11.321C24.4
hsa-let-7b-5p,RP11.331F4.4
hsa-let-7b-5p,RP11.334C17.5
hsa-let-7b-5p,RP11.33B1.1
hsa-let-7b-5p,RP11.348J24.2
hsa-let-7b-5p,RP11.352E6.2
hsa-let-7b-5p,RP11.357H14.17
hsa-let-7b-5p,RP11.362K14.5
hsa-let-7b-5p,RP11.372K14.2
hsa-let-7b-5p,RP11.37B2.1
hsa-let-7b-5p,RP11.380B4.3
hsa-let-7b-5p,RP11.388M20.7
hsa-let-7b-5p,RP11.389O22.4
hsa-let-7b-5p,RP11.391M1.4
hsa-let-7b-5p,RP11.420A21.1
hsa-let-7b-5p,RP11.424G14.1
hsa-let-7b-5p,RP1.142O9.2
hsa-let-7b-5p,RP11.434C1.4
hsa-let-7b-5p,RP11.438B23.2
hsa-let-7b-5p,RP11.439E19.10
hsa-let-7b-5p,RP11.439L18.3
hsa-let-7b-5p,RP11.43F13.1
hsa-let-7b-5p,RP11.443N24.2
hsa-let-7b-5p,RP11.44F21.5
hsa-let-7b-5p,RP11.44M6.7
hsa-let-7b-5p,RP11.458F8.4
hsa-let-7b-5p,RP11.462P6.1
hsa-let-7b-5p,RP11.463C8.5
hsa-let-7b-5p,RP11.469M7.1
hsa-let-7b-5p,RP11.473I1.10
hsa-let-7b-5p,RP11.488L18.10
hsa-let-7b-5p,RP11.491F9.8
hsa-let-7b-5p,RP11.498C9.15
hsa-let-7b-5p,RP11.526D8.11
hsa-let-7b-5p,RP11.545E17.3
hsa-let-7b-5p,RP11.561N12.5
hsa-let-7b-5p,RP11.57H14.4
hsa-let-7b-5p,RP11.582J16.3
hsa-let-7b-5p,RP11.588K22.2
hsa-let-7b-5p,RP11.631N16.2
hsa-let-7b-5p,RP11.66B24.4
hsa-let-7b-5p,RP11.67A1.2
hsa-let-7b-5p,RP11.712P20.2
hsa-let-7b-5p,RP11.725D20.1
hsa-let-7b-5p,RP11.731J8.2
hsa-let-7b-5p,RP11.745I13.1
hsa-let-7b-5p,RP11.747H7.3
hsa-let-7b-5p,RP11.74C1.2
hsa-let-7b-5p,RP11.752G15.3
hsa-let-7b-5p,RP11.758M4.4
hsa-let-7b-5p,RP11.75A9.3
hsa-let-7b-5p,RP11.785H5.1
hsa-let-7b-5p,RP1.178F15.5
hsa-let-7b-5p,RP11.78O7.2
hsa-let-7b-5p,RP11.793H13.3
hsa-let-7b-5p,RP11.79D8.2
hsa-let-7b-5p,RP11.819C21.1
hsa-let-7b-5p,RP11.822E23.8
hsa-let-7b-5p,RP11.824M15.3
hsa-let-7b-5p,RP11.82H13.2
hsa-let-7b-5p,RP11.834C11.4
hsa-let-7b-5p,RP11.923I11.8
hsa-let-7b-5p,RP11.96D1.10
hsa-let-7b-5p,RP1.39G22.7
hsa-let-7b-5p,RP1.86D1.5
hsa-let-7b-5p,RP3.329A5.8
hsa-let-7b-5p,RP3.368A4.5
hsa-let-7b-5p,RP3.399L15.1
hsa-let-7b-5p,RP3.467N11.2
hsa-let-7b-5p,RP4.561L24.3
hsa-let-7b-5p,RP4.655L22.4
hsa-let-7b-5p,RP4.758J24.5
hsa-let-7b-5p,RP4.773N10.4
hsa-let-7b-5p,RP5.1033H22.2
hsa-let-7b-5p,RP5.1112D6.4
hsa-let-7b-5p,RP5.1142A6.9
hsa-let-7b-5p,RP5.984P4.6
hsa-let-7b-5p,RP6.24A23.7
hsa-let-7b-5p,RPL14P1
hsa-let-7b-5p,RPL35A
hsa-let-7b-5p,RPL3P4
hsa-let-7b-5p,RPL4P4
hsa-let-7b-5p,RPLP0P6
hsa-let-7b-5p,RPP14
hsa-let-7b-5p,RPPH1
hsa-let-7b-5p,RPS14P3
hsa-let-7b-5p,RPS18P12
hsa-let-7b-5p,RPS19P3
hsa-let-7b-5p,RPS24
hsa-let-7b-5p,RPS6KB2
hsa-let-7b-5p,RPS7P1
hsa-let-7b-5p,RPS7P11
hsa-let-7b-5p,RUFY2
hsa-let-7b-5p,SATB1.AS1
hsa-let-7b-5p,SBF1P1
hsa-let-7b-5p,SCAMP3
hsa-let-7b-5p,SCARNA10
hsa-let-7b-5p,SCML2
hsa-let-7b-5p,SEC23B
hsa-let-7b-5p,SENP5
hsa-let-7b-5p,SERTAD3
hsa-let-7b-5p,SF3A1
hsa-let-7b-5p,SF3A3P2
hsa-let-7b-5p,SGK1
hsa-let-7b-5p,SH3BP5.AS1
hsa-let-7b-5p,SH3GLB2
hsa-let-7b-5p,SLC16A3
hsa-let-7b-5p,SLC26A4.AS1
hsa-let-7b-5p,SLC2A8
